Application Name:	ZOOMA (Automatic Ontology Mapper)
Version:	2.0
Run at:	20:28.03, 13.06.20
Run from:	http://www.ebi.ac.uk/fgpt/zooma


PROPERTY TYPE	PROPERTY VALUE	ONTOLOGY TERM LABEL(S)	ONTOLOGY TERM SYNONYM(S)	CONFIDENCE	ONTOLOGY TERM(S)	ONTOLOGY(S)	SOURCE(S)	STUDY
[NO TYPE]	Childhood asthma (age<16)	smoking status measurement, childhood onset asthma	; 	Medium	EFO_0006527, EFO_0004591	http://www.ebi.ac.uk/efo/, http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Childhood asthma (age<16)	FVC change measurement, childhood onset asthma, response to placebo	; ; 	Medium	EFO_0010339, EFO_0004591, EFO_0008344	http://www.ebi.ac.uk/efo/, http://www.ebi.ac.uk/efo/, http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Childhood asthma (age<16)	FVC change measurement		Medium	EFO_0010339	http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Childhood asthma (age<16)	childhood onset asthma, response to placebo	; 	Medium	EFO_0004591, EFO_0008344	http://www.ebi.ac.uk/efo/, http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Childhood asthma (age<16)	childhood onset asthma		Medium	EFO_0004591	http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Childhood asthma (age<16)	FVC change measurement, response to placebo	; 	Medium	EFO_0010339, EFO_0008344	http://www.ebi.ac.uk/efo/, http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Childhood asthma (age<16)	smoking status measurement, childhood onset asthma	; 	Medium	EFO_0006527, EFO_0004591	http://www.ebi.ac.uk/efo/, http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Asthma associated co-morbidites	asthma		Medium	EFO_0000270	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Asthma associated co-morbidites	atopic asthma		Medium	EFO_0010638	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Co-morbidites, CVD and metabolic diseases	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Suggestive for eosinophilic asthma	asthma		Medium	EFO_0000270	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Suggestive for eosinophilic asthma	atopic asthma		Medium	EFO_0010638	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Excluding asthma or asthma-COPD overlap	asthma		Medium	EFO_0000270	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Excluding asthma or asthma-COPD overlap	atopic asthma		Medium	EFO_0010638	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Asthma, hospital admissions 1	asthma		Medium	EFO_0000270	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Asthma, hospital admissions 1	atopic asthma		Medium	EFO_0010638	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Asthma, hospital admission 2	asthma		Medium	EFO_0000270	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Asthma, hospital admission 2	atopic asthma		Medium	EFO_0010638	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Asthma, hospital admissions 3	asthma		Medium	EFO_0000270	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Asthma, hospital admissions 3	atopic asthma		Medium	EFO_0010638	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Immune disease comorbidities	immune deficiency disease		Medium	MONDO_0009453	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Immune disease comorbidities	Immune dysregulation disease with immunodeficiency		Medium	Orphanet_169361	http://www.orpha.net/ORDO/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Medication related adverse effects	adverse effect		Medium	EFO_0009658	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Medication related adverse effects	medication adherence behavior		Medium	EFO_0006344	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Asthma mixed form	asthma		Medium	EFO_0000270	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Asthma mixed form	atopic asthma		Medium	EFO_0010638	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Asthma mixed form (mode)	asthma		Medium	EFO_0000270	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Asthma mixed form (mode)	atopic asthma		Medium	EFO_0010638	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Asthma (mode)	adult onset asthma		Medium	EFO_1002011	http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Asthma (mode)	atopic asthma		Medium	EFO_0010638	http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Asthma (mode)	asthma		Medium	EFO_0000270	http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Asthma (mode)	seasonal allergic rhinitis		Medium	EFO_0003956	http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Asthma (mode)	asthma, body mass index	; 	Medium	EFO_0000270, EFO_0004340	http://www.ebi.ac.uk/efo/, http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Asthma (mode)	body mass index		Medium	EFO_0004340	http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Asthma (mode)	body mass index, adult onset asthma	; 	Medium	EFO_0004340, EFO_1002011	http://www.ebi.ac.uk/efo/, http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Asthma (mode)	age at onset, asthma	; 	Medium	EFO_0004847, EFO_0000270	http://www.ebi.ac.uk/efo/, http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Asthma (mode)	age at onset		Medium	EFO_0004847	http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Asthma (mode)	asthma, Hispanic or Latin American	; 	Medium	EFO_0000270, HANCESTRO_0014	http://www.ebi.ac.uk/efo/, http://purl.obolibrary.org/obo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Asthma (mode)	asthma, traffic air pollution measurement	; 	Medium	EFO_0000270, EFO_0007908	http://www.ebi.ac.uk/efo/, http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Asthma (mode)	asthma, response to bronchodilator	; 	Medium	EFO_0000270, GO_0097366	http://www.ebi.ac.uk/efo/, http://purl.obolibrary.org/obo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Asthma (mode)	childhood onset asthma		Medium	EFO_0004591	http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Asthma (mode)	asthma, sex interaction measurement	; 	Medium	EFO_0000270, EFO_0008343	http://www.ebi.ac.uk/efo/, http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Asthma (mode)	unipolar depression		Medium	EFO_0003761	http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Asthma (mode)	sex interaction measurement		Medium	EFO_0008343	http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Asthma (mode)	asthma, seasonal allergic rhinitis	; 	Medium	EFO_0000270, EFO_0003956	http://www.ebi.ac.uk/efo/, http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Asthma (mode)	asthma, anxiety disorder	; 	Medium	EFO_0000270, EFO_0006788	http://www.ebi.ac.uk/efo/, http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Asthma (mode)	unipolar depression, asthma	; 	Medium	EFO_0003761, EFO_0000270	http://www.ebi.ac.uk/efo/, http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Asthma (unspecified)	adult onset asthma		Medium	EFO_1002011	http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Asthma (unspecified)	asthma		Medium	EFO_0000270	http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Asthma (unspecified)	seasonal allergic rhinitis		Medium	EFO_0003956	http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Asthma (unspecified)	age at onset, asthma	; 	Medium	EFO_0004847, EFO_0000270	http://www.ebi.ac.uk/efo/, http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Asthma (unspecified)	age at onset		Medium	EFO_0004847	http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Asthma (unspecified)	asthma, seasonal allergic rhinitis	; 	Medium	EFO_0000270, EFO_0003956	http://www.ebi.ac.uk/efo/, http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Asthma, unspecified (mode)	asthma		Medium	EFO_0000270	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Asthma, unspecified (mode)	atopic asthma		Medium	EFO_0010638	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Non-allergic asthma	atopic asthma		Medium	EFO_0010638	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Non-allergic asthma	asthma		Medium	EFO_0000270	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Obesity related asthma	asthma		Medium	EFO_0000270	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Obesity related asthma	obesity		Medium	EFO_0001073	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Asthma opportunist infections	asthma		Medium	EFO_0000270	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Asthma opportunist infections	atopic asthma		Medium	EFO_0010638	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Asthma-related pneumonia	pneumonia		Medium	EFO_0003106	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Asthma-related pneumonia	viral pneumonia		Medium	EFO_0007541	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Asthma-related pneumonia or sepsis	pneumonia		Good	EFO_0003106	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Psychiatric comorbidites	psychiatric disorder		Medium	MONDO_0002025	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Psychiatric comorbidites	Behavioral abnormality		Medium	HP_0000708	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Pneumonia derived septichemia	pneumonia		Medium	EFO_0003106	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Pneumonia derived septichemia	viral pneumonia		Medium	EFO_0007541	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Alcohol use disorder, Swedish definition	alcohol use disorder measurement		Medium	EFO_0009458	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Alcohol use disorder, Swedish definition	alcohol withdrawal delirium		Medium	EFO_1000800	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other specified/unspecified bacterial intestinal infections	intestinal infectious disease		Medium	MONDO_0000916	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other specified/unspecified bacterial intestinal infections	gram-negative bacterial infections		Medium	MONDO_0021678	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Biguanides	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Bronchitis	bronchial disease		High	EFO_1002018	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm of bladder	bladder carcinoma		High	EFO_0000292	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm of bladder (ICD C excluded)	bladder carcinoma		Good	EFO_0000292	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm of brain	brain neoplasm		High	EFO_0003833	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm of brain (ICD C excluded)	brain neoplasm		Good	EFO_0003833	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm of breast	breast neoplasm		High	EFO_0003869	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm of breast	breast neoplasm		High	EFO_0003869	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm of breast (ICD C excluded)	breast neoplasm		Good	EFO_0003869	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm of breast (ICD C excluded)	breast neoplasm		Good	EFO_0003869	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm of bronchus and lung	lung carcinoma		High	EFO_0001071	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm of bronchus and lung (ICD C excluded)	lung carcinoma		Good	EFO_0001071	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm	family history of cancer		Medium	EFO_0009640	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm	neoplasm		Medium	EFO_0000616	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm	HIV-associated cancer		Medium	EFO_0009553	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm (ICD C excluded)	cervical carcinoma		Medium	EFO_0001061	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm (ICD C excluded)	eye neoplasm		Medium	EFO_0003824	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm (ICD C excluded)	uterine corpus cancer		Medium	EFO_0007532	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm (ICD C excluded)	uterine neoplasm		Medium	EFO_0003859	http://www.ebi.ac.uk/efo/	https://www.ebi.ac.uk/eva	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm (ICD C excluded)	thyroid carcinoma		Medium	EFO_0002892	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm (ICD C excluded)	esophageal carcinoma		Medium	EFO_0002916	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm (ICD C excluded)	pancreatic carcinoma		Medium	EFO_0002618	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm (ICD C excluded)	bladder carcinoma		Medium	EFO_0000292	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm (ICD C excluded)	prostate carcinoma		Medium	EFO_0001663	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm (ICD C excluded)	rectum cancer		Medium	EFO_1000657	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm of colon	colon carcinoma		High	EFO_1001950	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Colon adenocarcinoma	colorectal adenocarcinoma		High	EFO_0000365	http://www.ebi.ac.uk/efo/	https://www.ebi.ac.uk/gxa	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Colon adenocarcinoma (ICD C excluded)	colorectal adenocarcinoma		Good	EFO_0000365	http://www.ebi.ac.uk/efo/	https://www.ebi.ac.uk/gxa	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm of colon (ICD C excluded)	colon carcinoma		Good	EFO_1001950	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm of corpus uteri	uterine corpus cancer		High	EFO_0007532	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm of corpus uteri (ICD C excluded)	uterine corpus cancer		Good	EFO_0007532	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm of digestive organs	male reproductive organ cancer		Good	EFO_0007355	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm of digestive organs (ICD C excluded)	male reproductive organ cancer		Good	EFO_0007355	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm of endocrine gland	malignant endocrine neoplasm		Good	MONDO_0021069	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm of endocrine gland (ICD C excluded)	endocrine neoplasm		Good	EFO_0003769	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm of eye, brain and central nervous system	Central Nervous System Neoplasm		Medium	EFO_1000158	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm of eye, brain and central nervous system	atypical teratoid rhabdoid tumor		Medium	EFO_1002008	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm of eye, brain and central nervous system (ICD C excluded)	Central Nervous System Neoplasm		Medium	EFO_1000158	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm of eye, brain and central nervous system (ICD C excluded)	atypical teratoid rhabdoid tumor		Medium	EFO_1002008	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	malignant neoplasm of female genital organs	female genital tract polyp		Good	EFO_0008622	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	malignant neoplasm of female genital organs (ICD C excluded)	female genital tract polyp		Good	EFO_0008622	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm of kidney, except renal pelvis	kidney neoplasm		High	EFO_0003865	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm of kidney, except renal pelvis (ICD C excluded)	kidney neoplasm		Good	EFO_0003865	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm of lip, oral cavity and pharynx	hypopharynx cancer		Good	EFO_0007321	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm of lip, oral cavity and pharynx (ICD C excluded)	hypopharynx cancer		Good	EFO_0007321	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Secondary and unspecified malignant neoplasm of lymph nodes	lymph node metastatic carcinoma		High	EFO_0004906	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Secondary and unspecified malignant neoplasm of lymph nodes (ICD C excluded)	lymph node metastatic carcinoma		Good	EFO_0004906	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	malignant neoplasm of male genital organs	male reproductive organ cancer		Good	EFO_0007355	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	malignant neoplasm of male genital organs (ICD C excluded)	male reproductive organ cancer		Medium	EFO_0007355	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	malignant neoplasm of male genital organs (ICD C excluded)	male breast carcinoma		Medium	EFO_0006861	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other malignant neoplasms of skin	skin neoplasm		High	EFO_0004198	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other malignant neoplasms of skin (ICD C excluded)	skin neoplasm		Good	EFO_0004198	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm of ovary	ovarian neoplasm		High	EFO_0003893	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm of ovary (ICD C excluded)	ovarian neoplasm		Good	EFO_0003893	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm of pancreas	pancreatic carcinoma		High	EFO_0002618	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm of pancreas (ICD C excluded)	pancreatic carcinoma		Good	EFO_0002618	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
