"","id","sample.size","ncase","ncontrol","sex","category","subcategory","unit","group_name","build","consortium","year","population","trait","pmid","filename","nsnp","delimiter","header","mr","chr_col","pos_col","oa_col","ea_col","snp_col","pval_col","beta_col","se_col","eaf_col"
"93","finn-a-C3_COLON_ADENO",96499,462,96037,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Colon adenocarcinoma",NA,"finngen_r2_C3_COLON_ADENO.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"94","finn-a-C3_COLON_ADENO_EXALLC",87523,462,87061,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Colon adenocarcinoma (ICD C excluded)",NA,"finngen_r2_C3_COLON_ADENO_EXALLC.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"95","finn-a-C3_COLON_EXALLC",87644,583,87061,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Malignant neoplasm of colon (ICD C excluded)",NA,"finngen_r2_C3_COLON_EXALLC.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"96","finn-a-C3_CORPUS_UTERI",54262,366,53896,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Malignant neoplasm of corpus uteri",NA,"finngen_r2_C3_CORPUS_UTERI.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"97","finn-a-C3_CORPUS_UTERI_EXALLC",87427,366,87061,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Malignant neoplasm of corpus uteri (ICD C excluded)",NA,"finngen_r2_C3_CORPUS_UTERI_EXALLC.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"98","finn-a-C3_DIGESTIVE_ORGANS",96499,1582,94917,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Malignant neoplasm of digestive organs",NA,"finngen_r2_C3_DIGESTIVE_ORGANS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"99","finn-a-C3_DIGESTIVE_ORGANS_EXALLC",88643,1582,87061,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Malignant neoplasm of digestive organs (ICD C excluded)",NA,"finngen_r2_C3_DIGESTIVE_ORGANS_EXALLC.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"100","finn-a-C3_ENDOCRINE",96499,328,96171,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Malignant neoplasm of endocrine gland",NA,"finngen_r2_C3_ENDOCRINE.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"101","finn-a-C3_ENDOCRINE_EXALLC",87389,328,87061,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Malignant neoplasm of endocrine gland (ICD C excluded)",NA,"finngen_r2_C3_ENDOCRINE_EXALLC.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"102","finn-a-C3_EYE_BRAIN_NEURO",96499,207,96292,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Malignant neoplasm of eye, brain and central nervous system",NA,"finngen_r2_C3_EYE_BRAIN_NEURO.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"103","finn-a-C3_EYE_BRAIN_NEURO_EXALLC",87268,207,87061,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Malignant neoplasm of eye, brain and central nervous system (ICD C excluded)",NA,"finngen_r2_C3_EYE_BRAIN_NEURO_EXALLC.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"104","finn-a-C3_FEMALE_GENITAL",54262,672,53590,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","malignant neoplasm of female genital organs",NA,"finngen_r2_C3_FEMALE_GENITAL.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"105","finn-a-C3_FEMALE_GENITAL_EXALLC",87733,672,87061,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","malignant neoplasm of female genital organs (ICD C excluded)",NA,"finngen_r2_C3_FEMALE_GENITAL_EXALLC.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"106","finn-a-C3_KIDNEY_NOTRENALPELVIS",96499,301,96198,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Malignant neoplasm of kidney, except renal pelvis",NA,"finngen_r2_C3_KIDNEY_NOTRENALPELVIS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"107","finn-a-C3_KIDNEY_NOTRENALPELVIS_EXALLC",87362,301,87061,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Malignant neoplasm of kidney, except renal pelvis (ICD C excluded)",NA,"finngen_r2_C3_KIDNEY_NOTRENALPELVIS_EXALLC.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"108","finn-a-C3_LIP_ORAL_PHARYNX",96499,234,96265,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Malignant neoplasm of lip, oral cavity and pharynx",NA,"finngen_r2_C3_LIP_ORAL_PHARYNX.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"109","finn-a-C3_LIP_ORAL_PHARYNX_EXALLC",87295,234,87061,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Malignant neoplasm of lip, oral cavity and pharynx (ICD C excluded)",NA,"finngen_r2_C3_LIP_ORAL_PHARYNX_EXALLC.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"110","finn-a-C3_LYMPHNODES_SECONDARY_NAS",96499,297,96202,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Secondary and unspecified malignant neoplasm of lymph nodes",NA,"finngen_r2_C3_LYMPHNODES_SECONDARY_NAS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"111","finn-a-C3_LYMPHNODES_SECONDARY_NAS_EXALLC",87358,297,87061,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Secondary and unspecified malignant neoplasm of lymph nodes (ICD C excluded)",NA,"finngen_r2_C3_LYMPHNODES_SECONDARY_NAS_EXALLC.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"112","finn-a-C3_MALE_GENITAL",96499,1887,94612,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","malignant neoplasm of male genital organs",NA,"finngen_r2_C3_MALE_GENITAL.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"113","finn-a-C3_MALE_GENITAL_EXALLC",88948,1887,87061,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","malignant neoplasm of male genital organs (ICD C excluded)",NA,"finngen_r2_C3_MALE_GENITAL_EXALLC.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"114","finn-a-C3_OTHER_SKIN",96499,895,95604,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Other malignant neoplasms of skin",NA,"finngen_r2_C3_OTHER_SKIN.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"115","finn-a-C3_OTHER_SKIN_EXALLC",87956,895,87061,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Other malignant neoplasms of skin (ICD C excluded)",NA,"finngen_r2_C3_OTHER_SKIN_EXALLC.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"116","finn-a-C3_OVARY",54262,184,54078,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Malignant neoplasm of ovary",NA,"finngen_r2_C3_OVARY.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"117","finn-a-C3_OVARY_EXALLC",87245,184,87061,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Malignant neoplasm of ovary (ICD C excluded)",NA,"finngen_r2_C3_OVARY_EXALLC.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"118","finn-a-C3_PANCREAS",96499,229,96270,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Malignant neoplasm of pancreas",NA,"finngen_r2_C3_PANCREAS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"119","finn-a-C3_PANCREAS_EXALLC",87290,229,87061,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Malignant neoplasm of pancreas (ICD C excluded)",NA,"finngen_r2_C3_PANCREAS_EXALLC.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"120","finn-a-C3_PROSTATE",42237,1824,40413,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Malignant neoplasm of prostate",NA,"finngen_r2_C3_PROSTATE.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"121","finn-a-C3_PROSTATE_EXALLC",88885,1824,87061,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Malignant neoplasm of prostate (ICD C excluded)",NA,"finngen_r2_C3_PROSTATE_EXALLC.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"122","finn-a-C3_RECTUM",96499,263,96236,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Malignant neoplasm of rectum",NA,"finngen_r2_C3_RECTUM.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"123","finn-a-C3_RECTUM_EXALLC",87324,263,87061,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Malignant neoplasm of rectum (ICD C excluded)",NA,"finngen_r2_C3_RECTUM_EXALLC.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"124","finn-a-C3_RESPIRATORY_INTRATHORACIC",96499,615,95884,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Malignant neoplasm of respiratory system and intrathoracic organs",NA,"finngen_r2_C3_RESPIRATORY_INTRATHORACIC.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"125","finn-a-C3_RESPIRATORY_INTRATHORACIC_EXALLC",87180,615,86565,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Malignant neoplasm of respiratory system and intrathoracic organs (ICD C excluded)",NA,"finngen_r2_C3_RESPIRATORY_INTRATHORACIC_EXALLC.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"126","finn-a-C3_SKIN",96499,895,95604,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Malignant neoplasm of skin",NA,"finngen_r2_C3_SKIN.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"127","finn-a-C3_SKIN_EXALLC",87956,895,87061,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Malignant neoplasm of skin (ICD C excluded)",NA,"finngen_r2_C3_SKIN_EXALLC.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"128","finn-a-C3_THYROID_GLAND",96499,321,96178,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Malignant neoplasm of thyroid gland",NA,"finngen_r2_C3_THYROID_GLAND.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"129","finn-a-C3_THYROID_GLAND_EXALLC",87382,321,87061,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Malignant neoplasm of thyroid gland (ICD C excluded)",NA,"finngen_r2_C3_THYROID_GLAND_EXALLC.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"130","finn-a-C3_UNCERTAIN_SECONDARY",96499,425,96074,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Secondary uncertain malignant neoplasm",NA,"finngen_r2_C3_UNCERTAIN_SECONDARY.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"131","finn-a-C3_UNCERTAIN_SECONDARY_EXALLC",87486,425,87061,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Secondary uncertain malignant neoplasm (ICD C excluded)",NA,"finngen_r2_C3_UNCERTAIN_SECONDARY_EXALLC.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"132","finn-a-C3_URINARY_TRACT",96499,690,95809,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Malignant neoplasm of urinary organs",NA,"finngen_r2_C3_URINARY_TRACT.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"133","finn-a-C3_URINARY_TRACT_EXALLC",87751,690,87061,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Malignant neoplasm of urinary organs (ICD C excluded)",NA,"finngen_r2_C3_URINARY_TRACT_EXALLC.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"134","finn-a-CAMPYLOENTERITIS",95683,134,95549,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Campylobacter enteritis",NA,"finngen_r2_CAMPYLOENTERITIS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"135","finn-a-CANCER",42174,9438,32736,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Malignat neoplasms",NA,"finngen_r2_CANCER.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"136","finn-a-CARDIAC_ARRHYTM",77813,11200,66613,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Cardiac arrhytmias, COPD co-morbidities",NA,"finngen_r2_CARDIAC_ARRHYTM.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"137","finn-a-CD2_BENIGN",96499,20474,76025,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Benign neoplasms",NA,"finngen_r2_CD2_BENIGN.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"138","finn-a-CD2_BENIGN_ADRENAL",96499,205,96294,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Benign neoplasm: Adrenal gland",NA,"finngen_r2_CD2_BENIGN_ADRENAL.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"139","finn-a-CD2_BENIGN_ADRENAL_EXALLC",87108,205,86903,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Benign neoplasm: Adrenal gland (ICD C excluded)",NA,"finngen_r2_CD2_BENIGN_ADRENAL_EXALLC.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"140","finn-a-CD2_BENIGN_ANUS_ANAL_CANAL",96499,151,96348,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Benign neoplasm: Anus and anal canal",NA,"finngen_r2_CD2_BENIGN_ANUS_ANAL_CANAL.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"141","finn-a-CD2_BENIGN_ANUS_ANAL_CANAL_EXALLC",87092,151,86941,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Benign neoplasm: Anus and anal canal (ICD C excluded)",NA,"finngen_r2_CD2_BENIGN_ANUS_ANAL_CANAL_EXALLC.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"142","finn-a-CD2_BENIGN_ASCENDING_COLON",96499,428,96071,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Benign neoplasm: Ascending colon",NA,"finngen_r2_CD2_BENIGN_ASCENDING_COLON.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"143","finn-a-CD2_BENIGN_ASCENDING_COLON_EXALLC",87188,428,86760,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Benign neoplasm: Ascending colon (ICD C excluded)",NA,"finngen_r2_CD2_BENIGN_ASCENDING_COLON_EXALLC.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"144","finn-a-CD2_BENIGN_BONE_CARTILAGE",96499,500,95999,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Benign neoplasm of bone and articular cartilage",NA,"finngen_r2_CD2_BENIGN_BONE_CARTILAGE.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"145","finn-a-CD2_BENIGN_BONE_CARTILAGE_EXALLC",87139,500,86639,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Benign neoplasm of bone and articular cartilage (ICD C excluded)",NA,"finngen_r2_CD2_BENIGN_BONE_CARTILAGE_EXALLC.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"146","finn-a-CD2_BENIGN_BONE_LONG_LOWER",96499,178,96321,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Benign neoplasm: Long bones of lower limb",NA,"finngen_r2_CD2_BENIGN_BONE_LONG_LOWER.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"147","finn-a-CD2_BENIGN_BONE_LONG_LOWER_EXALLC",87091,178,86913,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Benign neoplasm: Long bones of lower limb (ICD C excluded)",NA,"finngen_r2_CD2_BENIGN_BONE_LONG_LOWER_EXALLC.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"148","finn-a-CD2_BENIGN_BRAIN_CNS",96499,337,96162,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Benign neoplasm of brain and other parts of central nervous system",NA,"finngen_r2_CD2_BENIGN_BRAIN_CNS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"149","finn-a-CD2_BENIGN_BRAIN_CNS_EXALLC",87146,337,86809,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Benign neoplasm of brain and other parts of central nervous system (ICD C excluded)",NA,"finngen_r2_CD2_BENIGN_BRAIN_CNS_EXALLC.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"150","finn-a-CD2_BENIGN_BREAST",96499,941,95558,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Benign neoplasm of breast",NA,"finngen_r2_CD2_BENIGN_BREAST.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"151","finn-a-CD2_BENIGN_BREAST_EXALLC",87291,941,86350,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Benign neoplasm of breast (ICD C excluded)",NA,"finngen_r2_CD2_BENIGN_BREAST_EXALLC.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"152","finn-a-CD2_BENIGN_CAECUM",96499,301,96198,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Benign neoplasm: Caecum",NA,"finngen_r2_CD2_BENIGN_CAECUM.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"153","finn-a-CD2_BENIGN_CAECUM_EXALLC",87146,301,86845,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Benign neoplasm: Caecum (ICD C excluded)",NA,"finngen_r2_CD2_BENIGN_CAECUM_EXALLC.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"154","finn-a-CD2_BENIGN_CHOROID",96499,183,96316,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Benign neoplasm: Choroid",NA,"finngen_r2_CD2_BENIGN_CHOROID.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"155","finn-a-CD2_BENIGN_CHOROID_EXALLC",87091,183,86908,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Benign neoplasm: Choroid (ICD C excluded)",NA,"finngen_r2_CD2_BENIGN_CHOROID_EXALLC.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"156","finn-a-CD2_BENIGN_COLON",96499,2549,93950,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Benign neoplasm: Colon",NA,"finngen_r2_CD2_BENIGN_COLON.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"157","finn-a-CD2_BENIGN_COLON_EXALLC",87709,2549,85160,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Benign neoplasm: Colon (ICD C excluded)",NA,"finngen_r2_CD2_BENIGN_COLON_EXALLC.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"158","finn-a-CD2_BENIGN_COLON_NOS",96499,1177,95322,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Benign neoplasm: Colon, unspecified",NA,"finngen_r2_CD2_BENIGN_COLON_NOS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"159","finn-a-CD2_BENIGN_COLON_NOS_EXALLC",87348,1177,86171,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Benign neoplasm: Colon, unspecified (ICD C excluded)",NA,"finngen_r2_CD2_BENIGN_COLON_NOS_EXALLC.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"160","finn-a-CD2_BENIGN_COLORECANI",96499,3170,93329,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Benign neoplasm of colon, rectum, anus and anal canal",NA,"finngen_r2_CD2_BENIGN_COLORECANI.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"161","finn-a-CD2_BENIGN_COLORECANI_EXALLC",87846,3170,84676,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Benign neoplasm of colon, rectum, anus and anal canal (ICD C excluded)",NA,"finngen_r2_CD2_BENIGN_COLORECANI_EXALLC.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"162","finn-a-CD2_BENIGN_CONJUNCTIVA",96499,161,96338,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Benign neoplasm: Conjunctiva",NA,"finngen_r2_CD2_BENIGN_CONJUNCTIVA.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"163","finn-a-CD2_BENIGN_CONJUNCTIVA_EXALLC",87085,161,86924,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Benign neoplasm: Conjunctiva (ICD C excluded)",NA,"finngen_r2_CD2_BENIGN_CONJUNCTIVA_EXALLC.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"164","finn-a-CD2_BENIGN_CONNECTIVE_SOFT",96499,595,95904,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Other benign neoplasms of connective and other soft tissue",NA,"finngen_r2_CD2_BENIGN_CONNECTIVE_SOFT.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"165","finn-a-CD2_BENIGN_CONNECTIVE_SOFT_EXALLC",87150,595,86555,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Other benign neoplasms of connective and other soft tissue (ICD C excluded)",NA,"finngen_r2_CD2_BENIGN_CONNECTIVE_SOFT_EXALLC.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"166","finn-a-CD2_BENIGN_CONNSOFT_UPPERLIMB",96499,241,96258,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Benign neoplasm: Connective and other soft tissue of upper limb, including shoulder",NA,"finngen_r2_CD2_BENIGN_CONNSOFT_UPPERLIMB.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"167","finn-a-CD2_BENIGN_CONNSOFT_UPPERLIMB_EXALLC",87089,241,86848,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Benign neoplasm: Connective and other soft tissue of upper limb, including shoulder (ICD C excluded)",NA,"finngen_r2_CD2_BENIGN_CONNSOFT_UPPERLIMB_EXALLC.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"168","finn-a-CD2_BENIGN_CRANIAL_NERVE",96499,139,96360,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Benign neoplasm: Cranial nerves",NA,"finngen_r2_CD2_BENIGN_CRANIAL_NERVE.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"169","finn-a-CD2_BENIGN_CRANIAL_NERVE_EXALLC",87089,139,86950,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Benign neoplasm: Cranial nerves (ICD C excluded)",NA,"finngen_r2_CD2_BENIGN_CRANIAL_NERVE_EXALLC.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"170","finn-a-CD2_BENIGN_DESCENDING_COLON",96499,210,96289,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Benign neoplasm: Descending colon",NA,"finngen_r2_CD2_BENIGN_DESCENDING_COLON.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"171","finn-a-CD2_BENIGN_DESCENDING_COLON_EXALLC",87118,210,86908,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Benign neoplasm: Descending colon (ICD C excluded)",NA,"finngen_r2_CD2_BENIGN_DESCENDING_COLON_EXALLC.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"172","finn-a-CD2_BENIGN_EAR_NASAL_SINUS",96499,160,96339,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Benign neoplasm: Middle ear, nasal cavity and accessory sinuses",NA,"finngen_r2_CD2_BENIGN_EAR_NASAL_SINUS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"173","finn-a-CD2_BENIGN_EAR_NASAL_SINUS_EXALLC",87089,160,86929,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Benign neoplasm: Middle ear, nasal cavity and accessory sinuses (ICD C excluded)",NA,"finngen_r2_CD2_BENIGN_EAR_NASAL_SINUS_EXALLC.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
