phenocode	name	category	n_cases	n_controls	path_bucket	path_https
C3_ENDOCRINE_EXALLC	Malignant neoplasm of endocrine gland (ICD C excluded)	Neoplasms	328	87061	gs://finngen-public-data-r2/summary_stats/finngen_r2_C3_ENDOCRINE_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_C3_ENDOCRINE_EXALLC.gz
C3_EYE_BRAIN_NEURO	Malignant neoplasm of eye, brain and central nervous system	Neoplasms	207	96292	gs://finngen-public-data-r2/summary_stats/finngen_r2_C3_EYE_BRAIN_NEURO.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_C3_EYE_BRAIN_NEURO.gz
C3_EYE_BRAIN_NEURO_EXALLC	Malignant neoplasm of eye, brain and central nervous system (ICD C excluded)	Neoplasms	207	87061	gs://finngen-public-data-r2/summary_stats/finngen_r2_C3_EYE_BRAIN_NEURO_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_C3_EYE_BRAIN_NEURO_EXALLC.gz
C3_FEMALE_GENITAL	malignant neoplasm of female genital organs	Neoplasms	672	53590	gs://finngen-public-data-r2/summary_stats/finngen_r2_C3_FEMALE_GENITAL.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_C3_FEMALE_GENITAL.gz
C3_FEMALE_GENITAL_EXALLC	malignant neoplasm of female genital organs (ICD C excluded)	Neoplasms	672	87061	gs://finngen-public-data-r2/summary_stats/finngen_r2_C3_FEMALE_GENITAL_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_C3_FEMALE_GENITAL_EXALLC.gz
C3_KIDNEY_NOTRENALPELVIS	Malignant neoplasm of kidney, except renal pelvis	Neoplasms	301	96198	gs://finngen-public-data-r2/summary_stats/finngen_r2_C3_KIDNEY_NOTRENALPELVIS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_C3_KIDNEY_NOTRENALPELVIS.gz
C3_KIDNEY_NOTRENALPELVIS_EXALLC	Malignant neoplasm of kidney, except renal pelvis (ICD C excluded)	Neoplasms	301	87061	gs://finngen-public-data-r2/summary_stats/finngen_r2_C3_KIDNEY_NOTRENALPELVIS_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_C3_KIDNEY_NOTRENALPELVIS_EXALLC.gz
C3_LIP_ORAL_PHARYNX	Malignant neoplasm of lip, oral cavity and pharynx	Neoplasms	234	96265	gs://finngen-public-data-r2/summary_stats/finngen_r2_C3_LIP_ORAL_PHARYNX.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_C3_LIP_ORAL_PHARYNX.gz
C3_LIP_ORAL_PHARYNX_EXALLC	Malignant neoplasm of lip, oral cavity and pharynx (ICD C excluded)	Neoplasms	234	87061	gs://finngen-public-data-r2/summary_stats/finngen_r2_C3_LIP_ORAL_PHARYNX_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_C3_LIP_ORAL_PHARYNX_EXALLC.gz
C3_LYMPHNODES_SECONDARY_NAS	Secondary and unspecified malignant neoplasm of lymph nodes	Neoplasms	297	96202	gs://finngen-public-data-r2/summary_stats/finngen_r2_C3_LYMPHNODES_SECONDARY_NAS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_C3_LYMPHNODES_SECONDARY_NAS.gz
C3_LYMPHNODES_SECONDARY_NAS_EXALLC	Secondary and unspecified malignant neoplasm of lymph nodes (ICD C excluded)	Neoplasms	297	87061	gs://finngen-public-data-r2/summary_stats/finngen_r2_C3_LYMPHNODES_SECONDARY_NAS_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_C3_LYMPHNODES_SECONDARY_NAS_EXALLC.gz
C3_MALE_GENITAL	malignant neoplasm of male genital organs	Neoplasms	1887	94612	gs://finngen-public-data-r2/summary_stats/finngen_r2_C3_MALE_GENITAL.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_C3_MALE_GENITAL.gz
C3_MALE_GENITAL_EXALLC	malignant neoplasm of male genital organs (ICD C excluded)	Neoplasms	1887	87061	gs://finngen-public-data-r2/summary_stats/finngen_r2_C3_MALE_GENITAL_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_C3_MALE_GENITAL_EXALLC.gz
C3_OTHER_SKIN	Other malignant neoplasms of skin	Neoplasms	895	95604	gs://finngen-public-data-r2/summary_stats/finngen_r2_C3_OTHER_SKIN.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_C3_OTHER_SKIN.gz
C3_OTHER_SKIN_EXALLC	Other malignant neoplasms of skin (ICD C excluded)	Neoplasms	895	87061	gs://finngen-public-data-r2/summary_stats/finngen_r2_C3_OTHER_SKIN_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_C3_OTHER_SKIN_EXALLC.gz
C3_OVARY	Malignant neoplasm of ovary	Neoplasms	184	54078	gs://finngen-public-data-r2/summary_stats/finngen_r2_C3_OVARY.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_C3_OVARY.gz
C3_OVARY_EXALLC	Malignant neoplasm of ovary (ICD C excluded)	Neoplasms	184	87061	gs://finngen-public-data-r2/summary_stats/finngen_r2_C3_OVARY_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_C3_OVARY_EXALLC.gz
C3_PANCREAS	Malignant neoplasm of pancreas	Neoplasms	229	96270	gs://finngen-public-data-r2/summary_stats/finngen_r2_C3_PANCREAS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_C3_PANCREAS.gz
C3_PANCREAS_EXALLC	Malignant neoplasm of pancreas (ICD C excluded)	Neoplasms	229	87061	gs://finngen-public-data-r2/summary_stats/finngen_r2_C3_PANCREAS_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_C3_PANCREAS_EXALLC.gz
C3_PROSTATE	Malignant neoplasm of prostate	Neoplasms	1824	40413	gs://finngen-public-data-r2/summary_stats/finngen_r2_C3_PROSTATE.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_C3_PROSTATE.gz
C3_PROSTATE_EXALLC	Malignant neoplasm of prostate (ICD C excluded)	Neoplasms	1824	87061	gs://finngen-public-data-r2/summary_stats/finngen_r2_C3_PROSTATE_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_C3_PROSTATE_EXALLC.gz
C3_RECTUM	Malignant neoplasm of rectum	Neoplasms	263	96236	gs://finngen-public-data-r2/summary_stats/finngen_r2_C3_RECTUM.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_C3_RECTUM.gz
C3_RECTUM_EXALLC	Malignant neoplasm of rectum (ICD C excluded)	Neoplasms	263	87061	gs://finngen-public-data-r2/summary_stats/finngen_r2_C3_RECTUM_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_C3_RECTUM_EXALLC.gz
C3_RESPIRATORY_INTRATHORACIC	Malignant neoplasm of respiratory system and intrathoracic organs	Neoplasms	615	95884	gs://finngen-public-data-r2/summary_stats/finngen_r2_C3_RESPIRATORY_INTRATHORACIC.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_C3_RESPIRATORY_INTRATHORACIC.gz
C3_RESPIRATORY_INTRATHORACIC_EXALLC	Malignant neoplasm of respiratory system and intrathoracic organs (ICD C excluded)	Neoplasms	615	86565	gs://finngen-public-data-r2/summary_stats/finngen_r2_C3_RESPIRATORY_INTRATHORACIC_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_C3_RESPIRATORY_INTRATHORACIC_EXALLC.gz
C3_SKIN	Malignant neoplasm of skin	Neoplasms	895	95604	gs://finngen-public-data-r2/summary_stats/finngen_r2_C3_SKIN.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_C3_SKIN.gz
C3_SKIN_EXALLC	Malignant neoplasm of skin (ICD C excluded)	Neoplasms	895	87061	gs://finngen-public-data-r2/summary_stats/finngen_r2_C3_SKIN_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_C3_SKIN_EXALLC.gz
C3_THYROID_GLAND	Malignant neoplasm of thyroid gland	Neoplasms	321	96178	gs://finngen-public-data-r2/summary_stats/finngen_r2_C3_THYROID_GLAND.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_C3_THYROID_GLAND.gz
C3_THYROID_GLAND_EXALLC	Malignant neoplasm of thyroid gland (ICD C excluded)	Neoplasms	321	87061	gs://finngen-public-data-r2/summary_stats/finngen_r2_C3_THYROID_GLAND_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_C3_THYROID_GLAND_EXALLC.gz
C3_UNCERTAIN_SECONDARY	Secondary uncertain malignant neoplasm	Neoplasms	425	96074	gs://finngen-public-data-r2/summary_stats/finngen_r2_C3_UNCERTAIN_SECONDARY.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_C3_UNCERTAIN_SECONDARY.gz
C3_UNCERTAIN_SECONDARY_EXALLC	Secondary uncertain malignant neoplasm (ICD C excluded)	Neoplasms	425	87061	gs://finngen-public-data-r2/summary_stats/finngen_r2_C3_UNCERTAIN_SECONDARY_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_C3_UNCERTAIN_SECONDARY_EXALLC.gz
C3_URINARY_TRACT	Malignant neoplasm of urinary organs	Neoplasms	690	95809	gs://finngen-public-data-r2/summary_stats/finngen_r2_C3_URINARY_TRACT.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_C3_URINARY_TRACT.gz
C3_URINARY_TRACT_EXALLC	Malignant neoplasm of urinary organs (ICD C excluded)	Neoplasms	690	87061	gs://finngen-public-data-r2/summary_stats/finngen_r2_C3_URINARY_TRACT_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_C3_URINARY_TRACT_EXALLC.gz
CAMPYLOENTERITIS	Campylobacter enteritis	Other	134	95549	gs://finngen-public-data-r2/summary_stats/finngen_r2_CAMPYLOENTERITIS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CAMPYLOENTERITIS.gz
CANCER	Malignat neoplasms	Other	9438	32736	gs://finngen-public-data-r2/summary_stats/finngen_r2_CANCER.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CANCER.gz
CARDIAC_ARRHYTM	Cardiac arrhytmias, COPD co-morbidities	Other	11200	66613	gs://finngen-public-data-r2/summary_stats/finngen_r2_CARDIAC_ARRHYTM.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CARDIAC_ARRHYTM.gz
CD2_BENIGN	Benign neoplasms	Other	20474	76025	gs://finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN.gz
CD2_BENIGN_ADRENAL	Benign neoplasm: Adrenal gland	Other	205	96294	gs://finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_ADRENAL.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_ADRENAL.gz
CD2_BENIGN_ADRENAL_EXALLC	Benign neoplasm: Adrenal gland (ICD C excluded)	Other	205	86903	gs://finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_ADRENAL_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_ADRENAL_EXALLC.gz
CD2_BENIGN_ANUS_ANAL_CANAL	Benign neoplasm: Anus and anal canal	Other	151	96348	gs://finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_ANUS_ANAL_CANAL.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_ANUS_ANAL_CANAL.gz
CD2_BENIGN_ANUS_ANAL_CANAL_EXALLC	Benign neoplasm: Anus and anal canal (ICD C excluded)	Other	151	86941	gs://finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_ANUS_ANAL_CANAL_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_ANUS_ANAL_CANAL_EXALLC.gz
CD2_BENIGN_ASCENDING_COLON	Benign neoplasm: Ascending colon	Other	428	96071	gs://finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_ASCENDING_COLON.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_ASCENDING_COLON.gz
CD2_BENIGN_ASCENDING_COLON_EXALLC	Benign neoplasm: Ascending colon (ICD C excluded)	Other	428	86760	gs://finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_ASCENDING_COLON_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_ASCENDING_COLON_EXALLC.gz
CD2_BENIGN_BONE_CARTILAGE	Benign neoplasm of bone and articular cartilage	Other	500	95999	gs://finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_BONE_CARTILAGE.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_BONE_CARTILAGE.gz
CD2_BENIGN_BONE_CARTILAGE_EXALLC	Benign neoplasm of bone and articular cartilage (ICD C excluded)	Other	500	86639	gs://finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_BONE_CARTILAGE_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_BONE_CARTILAGE_EXALLC.gz
CD2_BENIGN_BONE_LONG_LOWER	Benign neoplasm: Long bones of lower limb	Other	178	96321	gs://finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_BONE_LONG_LOWER.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_BONE_LONG_LOWER.gz
CD2_BENIGN_BONE_LONG_LOWER_EXALLC	Benign neoplasm: Long bones of lower limb (ICD C excluded)	Other	178	86913	gs://finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_BONE_LONG_LOWER_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_BONE_LONG_LOWER_EXALLC.gz
CD2_BENIGN_BRAIN_CNS	Benign neoplasm of brain and other parts of central nervous system	Other	337	96162	gs://finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_BRAIN_CNS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_BRAIN_CNS.gz
CD2_BENIGN_BRAIN_CNS_EXALLC	Benign neoplasm of brain and other parts of central nervous system (ICD C excluded)	Other	337	86809	gs://finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_BRAIN_CNS_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_BRAIN_CNS_EXALLC.gz
CD2_BENIGN_BREAST	Benign neoplasm of breast	Other	941	95558	gs://finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_BREAST.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_BREAST.gz
CD2_BENIGN_BREAST_EXALLC	Benign neoplasm of breast (ICD C excluded)	Other	941	86350	gs://finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_BREAST_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_BREAST_EXALLC.gz
CD2_BENIGN_CAECUM	Benign neoplasm: Caecum	Other	301	96198	gs://finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_CAECUM.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_CAECUM.gz
CD2_BENIGN_CAECUM_EXALLC	Benign neoplasm: Caecum (ICD C excluded)	Other	301	86845	gs://finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_CAECUM_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_CAECUM_EXALLC.gz
CD2_BENIGN_CHOROID	Benign neoplasm: Choroid	Other	183	96316	gs://finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_CHOROID.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_CHOROID.gz
CD2_BENIGN_CHOROID_EXALLC	Benign neoplasm: Choroid (ICD C excluded)	Other	183	86908	gs://finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_CHOROID_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_CHOROID_EXALLC.gz
CD2_BENIGN_COLON	Benign neoplasm: Colon	Other	2549	93950	gs://finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_COLON.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_COLON.gz
CD2_BENIGN_COLON_EXALLC	Benign neoplasm: Colon (ICD C excluded)	Other	2549	85160	gs://finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_COLON_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_COLON_EXALLC.gz
CD2_BENIGN_COLON_NOS	Benign neoplasm: Colon, unspecified	Other	1177	95322	gs://finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_COLON_NOS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_COLON_NOS.gz
CD2_BENIGN_COLON_NOS_EXALLC	Benign neoplasm: Colon, unspecified (ICD C excluded)	Other	1177	86171	gs://finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_COLON_NOS_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_COLON_NOS_EXALLC.gz
CD2_BENIGN_COLORECANI	Benign neoplasm of colon, rectum, anus and anal canal	Other	3170	93329	gs://finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_COLORECANI.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_COLORECANI.gz
CD2_BENIGN_COLORECANI_EXALLC	Benign neoplasm of colon, rectum, anus and anal canal (ICD C excluded)	Other	3170	84676	gs://finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_COLORECANI_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_COLORECANI_EXALLC.gz
CD2_BENIGN_CONJUNCTIVA	Benign neoplasm: Conjunctiva	Other	161	96338	gs://finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_CONJUNCTIVA.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_CONJUNCTIVA.gz
CD2_BENIGN_CONJUNCTIVA_EXALLC	Benign neoplasm: Conjunctiva (ICD C excluded)	Other	161	86924	gs://finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_CONJUNCTIVA_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_CONJUNCTIVA_EXALLC.gz
CD2_BENIGN_CONNECTIVE_SOFT	Other benign neoplasms of connective and other soft tissue	Other	595	95904	gs://finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_CONNECTIVE_SOFT.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_CONNECTIVE_SOFT.gz
CD2_BENIGN_CONNECTIVE_SOFT_EXALLC	Other benign neoplasms of connective and other soft tissue (ICD C excluded)	Other	595	86555	gs://finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_CONNECTIVE_SOFT_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_CONNECTIVE_SOFT_EXALLC.gz
CD2_BENIGN_CONNSOFT_UPPERLIMB	Benign neoplasm: Connective and other soft tissue of upper limb, including shoulder	Other	241	96258	gs://finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_CONNSOFT_UPPERLIMB.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_CONNSOFT_UPPERLIMB.gz
CD2_BENIGN_CONNSOFT_UPPERLIMB_EXALLC	Benign neoplasm: Connective and other soft tissue of upper limb, including shoulder (ICD C excluded)	Other	241	86848	gs://finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_CONNSOFT_UPPERLIMB_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_CONNSOFT_UPPERLIMB_EXALLC.gz
CD2_BENIGN_CRANIAL_NERVE	Benign neoplasm: Cranial nerves	Other	139	96360	gs://finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_CRANIAL_NERVE.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_CRANIAL_NERVE.gz
CD2_BENIGN_CRANIAL_NERVE_EXALLC	Benign neoplasm: Cranial nerves (ICD C excluded)	Other	139	86950	gs://finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_CRANIAL_NERVE_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_CRANIAL_NERVE_EXALLC.gz
CD2_BENIGN_DESCENDING_COLON	Benign neoplasm: Descending colon	Other	210	96289	gs://finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_DESCENDING_COLON.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_DESCENDING_COLON.gz
CD2_BENIGN_DESCENDING_COLON_EXALLC	Benign neoplasm: Descending colon (ICD C excluded)	Other	210	86908	gs://finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_DESCENDING_COLON_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_DESCENDING_COLON_EXALLC.gz
CD2_BENIGN_EAR_NASAL_SINUS	Benign neoplasm: Middle ear, nasal cavity and accessory sinuses	Other	160	96339	gs://finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_EAR_NASAL_SINUS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_EAR_NASAL_SINUS.gz
CD2_BENIGN_EAR_NASAL_SINUS_EXALLC	Benign neoplasm: Middle ear, nasal cavity and accessory sinuses (ICD C excluded)	Other	160	86929	gs://finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_EAR_NASAL_SINUS_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_EAR_NASAL_SINUS_EXALLC.gz
CD2_BENIGN_EAR_RESP	Benign neoplasm of middle ear and respiratory system	Other	344	96155	gs://finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_EAR_RESP.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_EAR_RESP.gz
CD2_BENIGN_EAR_RESP_EXALLC	Benign neoplasm of middle ear and respiratory system (ICD C excluded)	Other	344	86777	gs://finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_EAR_RESP_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_CD2_BENIGN_EAR_RESP_EXALLC.gz
